price,address,bathroom,bedroom,furnish,description,property type,ID,longitude,latitude
"€1,870 Per month","Apt 27, 85 Wellington House, 85 Wellington Road, Ballsbridge, Dublin 4, South Dublin City",1,1,Furnished,"
                        Hunters Estate Agent is proud to introduce this spacious 1 bedroom apartment in the much sought after location of Ballsbridge to the market.

Located on hall level of this fine period property, no. 27 consists of rooms of generous proportions briefly comprising entrance hallway, living room, kitchen, double bedroom and bathroom. The property also benefits from 1 parking space and beautifully landscaped gardens to the rear.

Located within a pleasant stroll are some of the city's most popular amenities including the extensive recreational amenities of Herbert Park, the RDS, National Concert Hall, National Art Gallery and the Aviva Stadium. Also, within walking distance are St. Stephen's Green, Merrion Square and Grafton Street with its excellent selection of boutiques, restaurants and bars. Many of Dublin's principle corporate headquarters are also close by including the IT Hub on the South Docks, the IFSC, Merrion Square and Fitzwilliam Square etc. Dublin Airport is within 20 minutes' drive via the Port Tunnel.

SPECIAL FEATURES
- Spacious 1 bedroom apartment
- Located within a fine period building
- South facing & overlooking newly landscaped gardens
- Extensive storage including store room
- Alarmed
- 1 parking space
- Gas fired central heating
- Furnished
- Ideal location close to Ballsbridge, Donnybrook & Ranelagh villages
- Excellent transport links close by
                    ",Apartment,22002219,-6.242306,53.328418
"€1,866 Per month","Shelbourne Park Apartments, Dublin 4, South Dublin City",2,1,Furnished,"
                        Superbly located two-bedroom apartment situated on the first floor of this well managed development in the heart of Dublin 4. This is a very popular location just minutes walk from Beggars Bush, Ballsbridge and Grand Canal Dock with the city centre on the doorstep. This bright and spacious apartmentÂ  is presented in excellent decorative condition. Accommodation briefly comprises entrance hallway with storage closet, open plan living/dining/kitchen space, two double bedrooms and a bathroom. Viewing highly recommended.

Location
Hugely sought after location situated in the heart of Ringsend, Dublin 4, one of Dublin's most fashionable and vibrant neighbourhoods only minutes from the dynamic Grand Canal Dock business district. A host of major including Google, Facebook, AirBnB, Mason Hayes & Curran and Pfizer are also close by. It is convenient to the DART at Grand Canal Dock as well as many theatres, cafes, shops and eateries such as The Aviva Stadium, The Bord Gais Energy Theatre, The Three Arena, Lotts & Co., The Old Spot, 3fe, Charlotte Quay and many more.
                    ",Apartment,22059860,-6.231869,53.340312
"€1,866 Per month","Chandlers Guild James St Dublin 8, Kilmainham, Dublin 8, South Dublin City",2,1,Furnished,"
                        Stunning spacious 2 bed apartment in the city centre. 

Superb location within walking distance of all the city centre amenities - cafes, bars, restaurants, theatres - as well as the Phoenix park and St. Stephen's Green. On the door step of St. James Hospital and Red line Luas stop, which can take you anywhere in the city. 

High gloss kitchen and appliances.  Bathroom suite with Mira high power shower. Each bedroom has a double bed with fitted wardrobes. This apartment has loads of storage space.

Located at the back of the complex, it is extremely quiet and boasts it own private balcony. Secure entrance with well maintained communal area and garden.
                    ",Apartment,22058286,-6.293768,53.342325
"€1,865 Per month","The Pavillion, Venetian Hall, Clontarf, Dublin 3, North Dublin City",2,2,Furnished,"
                        **Spacious 2 bed, 2 bath apartment in Clontarf**

This modern apartment is located in The Pavillion, Clontarf, D3. It benefits from its large square footage, offering a ton of space which is ideal for anyone needing space for an office. With a stunning feature floor to ceiling glass window to the front of the property and a large balcony overlooking sports grounds this really is a unique space. Beneath the property there is a private garage large enough for a standard car and a great sized storage room. 

We have linked a virtual walk through of the property to this advert. 

Viewings are a must.. 

Please include your contact number so that we can call you to arrange.
                    ",Apartment,22061592,-6.199782,53.375324
"€1,863 Per month","16 Eglinton Court, Eglinton Road, Donnybrook, Dublin 4, South Dublin City",2,1,Furnished,,Apartment,22058695,-6.236759,53.316909
"€1,860 Per month","El Greco, St James Court, Ballsbridge, Dublin 4, South Dublin City",1,1,Furnished,"
                        MD Property Management are please to offer this bright and well-presented One Bed Apartment.

*** EMAIL ENQUIRIES ONLY***

The Apartment briefly comprises entrance hall with three storage closets, living room, kitchen, a generous sized double bedroom and a shower room.

Situated just off Serpentine Avenue, opposite the AIB Bank Centre, the development is well located in an established residential area close to Lansdowne DART station. Ballsbridge and Sandymount Village.

Many of the city's principal places of business, such as Merrion Square, Fitzwilliam Square and the IFSC, are within a 15 minute walk. Recreational amenities are well provided for with the RDS, Aviva stadium and Herbert Park within walking distance. All in all, this apartment is sure to appeal to those seeking a good quality, well located apartment.


View highly Recommended
                    ",Apartment,22058598,-6.224215,53.329202
"€1,860 Per month","16 Alexandra Court, Dundrum, Dublin 14, South Dublin City",2,1,Furnished,"
                        2 bedroom terraced townhouse to let. Fully Furnished, Minimum 1 Year Lease, available now.  Accommodation includes: 2 double bedrooms, bathroom, living room and kitchen.  Parking, outside storage shed and back garden shared by the 3 houses in the terrace. Pet Friendly.



Situated at the end of a small, mature, cul de sac development in this excellent location off Dundrum Road, opposite Circle K Garage, 2 minutes walk from Dundrum LUAS stop.



Features:

·Fully furnished and newly painted

· Washer / Dryer, New Fridge, Fan Oven & Hob included.

·Open Fireplace

·Gold Shield Night Saver storage heating & hot water

·Solid Timber floors throughout

·Burglar alarm

·Virgin Media connected and also Satellite dish with receiver included

·Outside storage shed 

·Hardwood Double glazed windows 

·Excellent location in Dundrum Village



Accommodation:



HALL: 
12 6 x 5 8 
With solid timber floor. Coving to ceiling. 


SITTING ROOM: 
1310 x 11 8 
With solid timber floor.  Fireplace with timber surround and tiled inset. Double glazed door to back garden., 3 Seater & 2 Seater Couch, TV stand with Sky Satellite dish included


KITCHEN: 
12 6 x 8 2 
With range of fitted kitchen units. Washer / Dryer, Fridge together with Oven, Hob & Hood.  Ceramic wall & floor tiles. 

BEDROOM 1: 
12 0 x 9 0 

Spacious room with built in wardrobes, Timber floorboards, Double Bed, Bedside Locker and Chest of Drawers.

BEDROOM 2: 
1011 x 811 
Double room with built in wardrobes, Timber floorboards, Double Bed, Bedside Locker.



BATHROOM: 
610 x 510 
With bath, w/c & washbasin. Shower fitting to bath. Ceramic wall
                    ",House,22058908,-6.244465,53.294796
"€1,860 Per month","Temple Lawns, Northwood, Santry, Dublin 9, North Dublin City",2,2,Furnished,"
                        Please email your interest

Brady Property Management are delighted to bring to the market this spacious apartment situated in the Northwood development in Santry.  Northwood is growing from strength to strength and has come very desirable due to the ever-increasing amenities on your doorstep.   

The property has a large living room, with a galley style kitchen.  Two large double bedrooms, with the main one being en-suite and finally there is a family bathroom and also some extra storage areas which is great to have in an apartment.

The property has one parking space.

(please note a yearly contribution to waste collection of €200.00 will be due)
                    ",Apartment,22054646,-6.244008,53.399592
"€1,859 Per month","Apartment 20, The Green, Malahide, North Co. Dublin",2,1,Furnished,"
                        Modern and spacious two bedroom two bathroom apartment located in the heart of the Marina in Malahide. The property has stunning views and includes a spacious and modern living room, with double door access. The living room includes a dining area and leads onto a fitted kitchen complete with all mod cons. There are two spacious bedrooms, both with ample storage and one with an en suite. There is also a full bathroom, good storage off the hallway and parking. The property is fully furnished to an excellent standard and has been freshly painted to in pristine condition. Parking available at an additional rent. *** Please respond via email, thanks ***
                    ",Apartment,22059772,-6.154867,53.452277
"€1,858 Per month","168 Rathmines Road Lower, Rathmines, Dublin 6, South Dublin City",2,1,Furnished,"
                        Dillon Marshall Property Consultants are delighted to present this beautiful, bright, spacious 2 Bedroom apartment in the heart of the ever popular Rathmines. (49 Sqm)

This apartment comprises a modern kitchen, living/dining area and separate bedroom. The modern bathroom is fitted with a power shower. The apartment features built in wardrobes to ensure ample storage.

Rathmines is a vibrant and energetic village just 15 minutes walk from the city centre of Dublin. Within the village there are a wide variety of shopping, dining and entertainment conveniences including Tesco, Lidl, Swan Leisure, Blackbird and Copan to name but a few. Numerous bus routes servicing all parts of the city pass the front door while the nearest LUAS ( Ranelagh ) is just 7 minutes walk away.

Viewing is essential to appreciate this fine property.

Close
                    ",Apartment,22045130,-6.264878,53.324849
"€1,856 Per month","Apartment 3, Anglesea Court, 133 Anglesea Road, Donnybrook, Dublin 4, South Dublin City",2,1,Furnished,"
                        Apartment to Rent - 2 Beds - 1 Baths
Core Estate Management are delighted to present to the market this charming spacious 2 bed apartment to let located on the exclusive Anglesea road. The property has been extremely well maintained throughout and is tastefully decorated. It boasts generous accommodation, gas fired central heating an large sash windows with a dual aspect. 
The accommodation comprises entrance hallway, living room, dining room, fully fitted kitchen, 2 bedrooms and  bathroom. 
The location is superb and the setting is idyllic with a view of the dodder and bective playing ground from the living accommodation. There are many fine restaurants, 4 & 5 star hotels, schools, boutiques and delis within a short stroll. Public transport is well catered for with numerous bus routes on its doorstep, the QBC, as well as the DART. Viewing comes highly recommended!
There is a parking space available to rent behind secure electric gates.
EMAIL ENQUIRIES ONLY*
                    ",Apartment,22043974,-6.231647,53.320468
"€1,851 Per month","Kilgobbin Wood, Leopardstown, Dublin 18, South Co. Dublin",2,2,Furnished,"
                        PLEASE EMAIL YOUR INTEREST ONLY
This is a beautifully presented two bedroom apartment which boasts an beautiful panoramic mountain views. It has a southerly facing balcony with can be accessed off the living room and master bedroom. As this apartment is located on the top floor it has the added bonus of attic storage. The apartment has been fully repainted and the bedrooms were carpeted 12 months ago. You enter into the apartment through a long angled hallway. There is a very large boiler room at the entrance which could easily store a mountain of items including golf bags prams etc... The main bathroom while plain is fully equipped and spotlessly clean as is the whole of the apartment. The 1st double is spacious and has built in wardrobes. The master also is very spacious and has built in wardrobes and overhead storage. The master en-suite has an enclosed shower. The main living room is tiled and also has a very large room for comfort, the furniture in both living room and kitchen are new.Residents of this highly sought-after development enjoy a designated underground car parking space, secure door entry and beautifully manicured communal grounds. Castle Court occupies a wonderful, ultra-convenient yet secluded setting. There are a wealth of local amenities nearby, with excellent transport links including a 2 minute walk to The Gallops Luas station, a 2 mins drive from the Carrickmines Retail centre and within striking distance to the M50. Dundrum Shopping Centre, Leopardstown racecourse, golf clubs and the Beacon Court Hotel and Hospital are all only moments away. Stepaside Village has many wonderful eateries and wonderful shops etc..There are many excellent schools within the area too
                    ",Apartment,22058252,-6.207294,53.259096
"€1,850 Per month","14A Bessboro, Terenure, Dublin 6, South Dublin City",2,2,Unfurnished,"
                        Stunning 2 bedroom apartment to let within walking distance to Terenure Village. 

Ires are delighted to offer this stunning spacious penthouse apartment. Located in the highly sought after area of Terenure , easy access into Dublin City Center while living in a peaceful suburb can be enjoyed.

The apartment is located in a modern building with garden area and water feature in center courtyard. The location provides a host of amenities which include schools, shops, churches, bars and a pharmacy all located within walking distance of the development. Terenure Village has a number of gourmet restaurants and cafes to choose from. Excellent leisure facilities can be found close by in Bushy Park. The area is in close proximity to a number of GAA, golf clubs, and rugby clubs. 

Property Features: - Dedicated IRES Property Manager - Full Time Maintenance Team with 24 Hour Emergency Service - Walking Distance to Terenure Village - Secure underground Parking at a cost of e50 per month for 1 space. Apartment Features: - Bright open plan layout - Spacious bedrooms with ample storage - Stylish bathrooms & kitchen - Gas Fired Central Heating.

Contact now for a Virtual Tour of this breathtaking apartment.

Barry Murphy: 0871247832

Prospect Privacy Notice: Personal data you submit in the Contact form is processed by IRES Fund Management Limited according to applicable laws and our privacy statement http://www.iresfund.ie/privacy-policy/ and may involve data transfer outside the EEA.

SECURITY NOTICE: Please note that IRES Fund Mgt. Ltd. under no circumstances accept cash payments or accept payment transfers without meeting you at the advertised property. All IRES Staff carry their PSR license and will present upon request. If you have any concerns please do not hesitate to contact us.
                    ",Apartment,21985424,"-6.29059,",53.310792
"€1,850 Per month","Apartment 21, Wellington Court, Dublin 7, North Dublin City",2,1,Furnished,"
                        Turley Property Advisors are proud to introduce this fabulous two bedroom apartment to the Dublin City letting market. This stunning apartment comes to the market in excellent condition throughout. Furnished to the highest of standards, Living accommodation consists of two double bedrooms, fully fitted kitchen, main bathroom, lounge and dining area.

The location could not be better, positioned in the heart of Dublin City Centre and with every conceivable amenity positioned literally on your doorstep. You are minutes walk from O'Connell Street, Jervis Street, Temple Bar, The Luas Stop and a host of bus routes. The location is a real hive of activity offering excellent restaurants, bars, shops and businesses.
                    ",Apartment,22057161,-6.268411,53.356176
"€1,850 Per month","Maple House Mespil Estate, Sussex Road, Dublin 4, South Dublin City",1,1,Furnished,"
                        Attractive second-floor apartment at Maple House Mespil Estate Sussex Road in the heart of Dublin 4.  This is a light-filled one-bedroom apartment which has been recently refurbished. The livingroom has an open fireplace and the windows are double-glazed. The apartment is not overlooked, and has one car parking space. There is an intercom system linked to the entrance lobby.  The location is superb, directly adjacent to the Grand Canal and Leeson Street, St Stephens Green is a few minutes walk away.  Many cafes pubs and restaurants are a short stroll away.
                    ",Apartment,22054816,-6.250278,53.331353
"€1,850 Per month","154-155 Capel Street, Dublin 1, Dublin City Centre",2,2,Furnished,"
                        15.08.2020 - This property is still available and private viewings are upon request.

Virtual Tour of the property now available below.

Get Let is delighted to offer this centrally located two bedroom two bathroom apartment. This is a well built apartment block consisting of just seven apartments.  Get Let has found tenants for all apartments, so we know that your potential neighbours are all very nice people.

The apartment is located on the first floor and the accomodation briefly comprises of: a hallway with a storage room and main bathroom, a nice open planned living room / kitchen with high ceilings and a private patio, a master bedroom with a lovely new refurbished bathroom and a second bedroom. Both bedrooms come with integrated wardrobes and storage heaters. The apartment comes to the market in great condition, as the virtual tour shows.

To register your interest please email Martin Toth of Get Let by clicking on 'Email Advertiser' to the right of this advertisement. Please submit a brief application with details of how many people it is for and when you wish to move home. 

All viewings shall be private, Get Let does not do group viewings. Private viewings shall take place by appointment only where stringent social distancing measures will be practiced.

Get Let is a subsidiary of Get Property Limited, PSRA number 002324.
                    ",Apartment,22017156,-6.268441,53.347038
"€1,850 Per month","18C Lansdowne Valley Drimnagh, Drimnagh, Dublin 12, West Co. Dublin",2,2,Furnished,"
                        This stunning two bedroom first floor apartment comes with a spacious and well laid out accommodation that is flooded with natural light. Located on the first floor with a balcony ideal for unwinding. 

Recently refurbished, this accommodation comprises; entrance hall with ample storage space, kitchen with serving hatch, living / dining room with access to the balcony, two large double bedrooms, one with en-suite shower room, and a second bathroom. There is designated parking with this property. 

Additionally this property benefits from GFCH, double glazed windows, underground car parking and lift access. In the vicinity are a choice of shopping and dining options while the location is also benefiting from excellent public transport links to the city by bus or luas.

Accommodation

Living/Dining Room fully furnished with laminate wood floor, TV point and access to balcony. 

Kitchen, serving hatch to living/dining room, fitted base and wall level units, tiled splashback, electric oven and hob, fridge/freezer, microwave, kettle etc. 

Bedroom 1. Large double bedroom with built- in wardrobes, TV point. 

En-suite with tiled floor, shower enclosure, wash hand basin and w.c. 

Bedroom 2 Large double bedroom with built-in wardrobes, TV point. 

Bathroom 2 with tiled floor, bath with shower, mirror, wash hand basin and w.c.

Designated parking in secure underground carpark.

Features:
•	Wood flooring throughout
•	Excellent condition throughout
•	Underground car parking
•	Lift access
• GFCH
•	Double glazed
•	Exceptionally convenient location, Luas short walk away, serviced by major bus routes, shopping and local amenities on doorstep.
                    ",Apartment,22060232,-6.325884,53.333611
"€1,850 Per month","Forbes Quay Apartments, Grand Canal Dock, Dublin 2, South Dublin City",1,1,Furnished,"
                        ***COLMAN GRIMES ESTATE AGENTS*** HOTEL STANDARD 1 BED LUXURY ONE BED APARTMENT WITH BALCONY*** We are delighted to present this is a stunning one bedroom 1st floor apartment with south facing balcony. Located in the prime area of Grand Canal Dock. ACCOMMODATION Entrance hallway with walnut laminated timber flooring, spot lights, Intercom and Storage room with shelving. The Livingroom is large and bright with walnut laminated timber flooring and door to large balcony overlooking lazer Lane. There is a modern kitchen with all electrics. The bedroom comes with built in wardrobes, spot lights, Walnut laminated timber floor and door to balcony overlooking lazer lane. a fine bathroom completes the property. OUTSIDE we a south facing balcony which is well portioned with wooden planks and glass side walls. LOCATION Entrance on lazer Lane in the Grand Canal Dock. Only a short walk across the Liffey to the IFSC and a 10 minute walk to St. Stephens green or the City Centre. All transport links within easy walking distance including Luas, Dart and mainline rail. All amenities at your doorstep. VIEWING: Reply with your details by email and we will contact you as soon as the next viewing is taking place
                    ",Apartment,22056785,-6.238753,"53.34539,"
"€1,850 Per month","First Floor, Mountjoy Square East, Dublin 1, Dublin City Centre",1,1,Furnished,"
                        Rarely does a property of this calibre come to the rental market. The property has been tastefully and carefully restored to a very high standard and would suit the most discerning of tenants.

The property comprises of an over sized living room with original cornicing and chandeliers. The ceilings are 22 foot high throughout giving a great feeling of space and light. The generous living space also features a dining table which comfortably seats 6 people. The kitchen has been fitted out to high standard. The huge bedroom features an en-suite with subway tiles. The property also features heating and aircon system.

Mountjoy Square is conveniently located close to the City Centre. There are plenty of public transport links close by and the N1 gives easy access to the M1 and M50 Motorways and Dublin Airport. Connolly Station is within walking distance.
                    ",Apartment,22040774,-6.256628,53.357374
"€1,850 Per month","Danescourt, Clontarf, Dublin 3, North Dublin City",2,1,Furnished,,Apartment,22055244,-6.179763,53.362546
"€1,850 Per month","70-72 Pembroke Road, Ballsbridge, Dublin 4, South Dublin City",1,1,Furnished,"
                        Downey Property present this very fine hall level spacious fully furnished 1 bedroom apartment which is presented in very nice order throughout. The accommodation comprises of a hallway, large bright lounge / dining room, small fully equipped kitchen, large double bedroom with a shower room off. The property has electric heating, an alarm and space to park up a bike at the rear (no car space included but we understand residential disc parking is available from the council). Very central and convenient location. Viewing is recommended.
                    ",Apartment,22043374,-6.238907,53.332632
"€1,850 Per month","Abbotstown Avenue, Finglas West, Finglas, Dublin 11, North Dublin City",3,1,Furnished,"
                        **RAY COOKE LETTINGS - EMAIL ENQUIRIES ONLY/NO PHONE CALLS PLEASE- FILL IN YOUR CONTACT INFORMATION ON THE RIGHT HANDSIDE AND CLICK SEND MESSAGE - WE WILL CONTACT YOU WITH VIEWING DETAILS WHEN THEY ARISE** 

***RECENTLY REFURBISHED FROM TOP TO BOTTOM*****

*****3 BEDROOM 1 BATHROOM PROPERTY****

Ray Cooke Lettings are delighted to present this bright and spacious three bedroom mid- terrace house to the market in the ever popular & sought after location of Abbotstown Avenue, Finglas, Dublin 11. The property has been recently refurbished with all new appliances, furnishings, and carpets throughout. Bright and airy living accommodation comprises of entrance hallway, Spacious lounge, fully fitted kitchen, two double bedrooms, one single bedroom, and main bathroom. The property offers an extra long sunny rear back garden. The location is second to none with in close proximity of a wealth of local amenities to include finglas Village, an excellent catchment of schools, parks and church. The Charlestown Shopping Centre with the new state of the art Odeon cinema & IKEA are all nearby. DCU and Dublin International Airport are also within close proximity. This property has the convenience of the M50, M1 and Port Tunnel which opens up the convenience of the entire county & country. Features, 

Off street parking 
Newly refurbished throughout 
Large spacious rear garden 
Fully fitted kitchen with all appliances
Gas fired central heating 
2 Large double bedrooms and one single 
Mature and sought after estate 
Block built shed to the rear 
Bus stop near by 
Excellent primary & secondary schools on your doorstep 
Fantastic location 
Easy access to M50 motorway Walking distance of finglas Village

 **RAY COOKE LETTINGS - EMAIL ENQUIRIES ONLY/NO PHONE CALLS PLEASE- FILL IN YOUR CONTACT INFORMATION ON THE RIGHT HANDSIDE AND CLICK SEND MESSAGE - WE WILL CONTACT YOU WITH VIEWING DETAILS WHEN THEY ARISE**
                    ",House,22060198,-6.317701,53.388883
"€1,850 Per month","Strand Apartments, Gas Yard Lane, Malahide, North Co. Dublin",1,1,Furnished,"
                        One Bedroom Apartments:
A stunning, brand new development nestled in the very popular village of Malahide, Co Dublin. Each of these spacious 22 luxury apartments are elegantly styled and individually furnished which are superior in every aspect. Every sightline, every finish, every surface speaks of exceptional attention to detail and uncompromising quality.
If you're looking for an address that conveys a sense of prestige, whether it is a luxurious apartment with a generous balcony or an exclusive penthouse in a superb location boasting unparalleled views of Malahide Estuary, Strand Apartments offer the perfect home for you.
Each apartment within Strand apartments is elegantly designed with bespoke furnishings which have been individually chosen to complement the ambience, creating a lavish living experience.
PRICE: Apartments available at €2,000 per month

APARTMENT SPECIFICATIONS
Kitchen
- Bespoke-designed fitted kitchen incorporating handle less/soft-closing doors (specified per apartment) and drawers throughout
- Concealed LED lighting
- Composite worktop with surround modern tiles
- Under counter sink with deck mounted stainless steel mixer tap
- Incorporated oven/electric hob/microwave
- Integrated multi speed extractor fan
- Integrated multifunction dishwasher
- Integrated full height fridge freezer
- Integrated combined washing machine/tumble dryer
- Engineered timber flooring
Interior Finishes
- Walls and ceilings finished in Farrow and Ball paint
- Bespoke wardrobes to both bedroom (fitted internally with rail and shelves)
- Wool-mix carpet to bedrooms
- Stainless steel ironmongery throughout
- Full height feature windows in living rooms
- Generous dedicated storage provision
- Generous floor to ceiling height
Bathroom / Ensuite
- Metro tiles with contrasting floor tiles
- Mounted mirror with feature lighting
- White porcelain under mounted hand basin with wall mounted chrome mixer tap
- Heated towel rail Glass shower screen
- Wall mounted tissue holder
- Wall mounted dual flush WC with concealed cistern
- White bath with integrated bath fill and wall mounted concealed shower and bath mixer
- Walk-in shower with glazed screen to en-suite bathroom
- Wall mounted ""rain"" shower head
External Features
- Allocated car parking space
- All apartments are accessed via secure lifts
- Secure entry via Video Intercom System
- Secure bike shed
- Dedicated letter boxes in the secure entrance lobby
Further Features
- Gas central heating
- Instant hot water via gas boiler
- Nordan timber framed double glazed windows
- Multi point locking height front door
- Superior standard of interior presentation & décor throughout
- Spacious balconies
Location
The Strand apartments are located a 2 minute walk of Malahide DART station offering unrivalled access to Dublin City centre within 30 minutes. Within walking distance of over 25 restaurants and pubs. The apartments are within a 15 minute drive of Dublin airport. They also allow easy access to m1/m50 motorways

Each apartment boasts a secure underground car space with the added security of cctv.
Facilities:
Parking
Central Heating
Cable Television
Washing Machine
Dryer
Dishwasher
Microwave
Wheelchair Access
Garden / Patio / Balcony
                    ",Apartment,21987836,-6.15515,53.452614
"€1,850 Per month","Aran House Custom House Square City Center, IFSC, Dublin 1, Dublin City Centre",2,2,Furnished,"
                        Spacious 2 bed/2 bathroom apartment available , modern purpose built secure development. It has a south Facing balcony over-looking Mayor Street. The luas right outside form the apartment. It is just a short walk to the City Centre and is close to all amenities and public transport inc the Bus terminus and Dart metro. The apartment has 2 double bedrooms and two full bathrooms - one with shower and the other with a shower/bath. The apartment has a fully integrated kitchen with oven, hob, extractor fan, microwave, fridge/freezer, washerdryer. 
For further details please call Darren 0874135040
                    ",Apartment,22045673,-6.242569,53.349794
"€1,850 Per month","strand house strand road, Sandymount, Dublin 4, South Dublin City",2,2,Furnished,,Apartment,22054241,-6.113338,53.251581
"€1,850 Per month","Bridgewater Hall Summerhill Parade, Dublin 1, Dublin City Centre",2,1,Furnished,,Apartment,22042863,-6.247786,53.357792
"€1,850 Per month","Corofin House, Clare Village, Clarehall, Dublin 13, North Dublin City",2,1,Furnished,"
                        Superb 1 spacioustwo bedroom one bathroom apartment to let immediately. 
Located on the 1st Floor, Accommodation comprises of entrance hall, living room, dining area and fully fitted kitchen, main bathroom, 2 double bedrooms. Generous private balcony. 

With underground parking and and a well maintained complex this home will appeal to any tenants looking for a convenient location. 

The gated complex is quiet, child friendly and fully serviced, benefitting from 24hr. security.
The property comes complete with a designated space in the secure underground car park.

Located just off the Malahide road, Clare Village is easily accessible to the M50 and M1 and has excellent public transport which is only a short walk away.
Local amenities include Clarehall shopping center, schools and Beaumont hospital.
Surrounding area's include Portmarnock, Howth and Malahide.
                    ",Apartment,22057034,-6.180859,53.399217
"€1,850 Per month","Eaton Wood Square, Shankill, Dublin 18, South Co. Dublin",2,2,Furnished,"
                        ***EMAIL ONLY PLEASE***

Downey Property are delighted to present this really nicely appointed and quietly positioned furnished 2 bedroom first floor apartment located in this small modern scheme. This bright light filled apartment comes to the market in pristine condition and is very nicely furnished.  The accommodation comprises of an entrance hallway leading into an open plan living and dining room with a fully equipped separate kitchen off, two fine double bedrooms (master en-suite) and the main bathroom. There is private residents parking behind electric gates with some visitor spots too. The village of shankill and the local Dart station is within a 15 minute stroll and there are some good amenities apart from the village including the tennis club, Shanganagh Park and sports pitches, seafront access and walks to name a few. The N11 and M50 are minutes away with the Number 145 bus taking you directly to the city centre.The Airport bus stops in the village which is useful. A very nice property is a very nice location. References are required and should be available prior to viewing. Covid-19 protocols must be adhered to.
                    ",Apartment,22057487,-6.116319,53.234297
"€1,850 Per month","35 White Oaks, Clonskeagh, Clonskeagh, Dublin 14, South Dublin City",2,1,Furnished,"
                        **REPLY BY EMAIL ONLY** VIRTUAL VIEWING AVAILABLE** Exclusive Properties are delighted to present to the market this delightful two bedroom apartment located in the popular development of whiteoak just off the Clonskeagh Road. Offering its own door entrance, the property is well presented in a high standard. Acc: comprises of a large living room with featured fireplace, patio / garden area off living room, fully fitted kitchen, Double bedroom and one single bedroom. Large tiled main shower room. Private secure parking. Located in the heart of Clonskeagh and surrounded by landscaped, wooded green areas, the setting is a very suburban area yet has easy access to the city and numerous amenities. Bus routes are regular with stops immediately outside the development. A short stroll will bring you to convenience shops or UCD. Dundrum Town Centre is nearby and there are also a host of shops and restaurants.
                    ",Apartment,22055142,-6.236485,53.303111
"€1,850 Per month","18C Lansdowne Valley Drimnagh, Drimnagh, Dublin 12, West Co. Dublin",2,2,Furnished,"
                        This stunning two bedroom first floor apartment comes with a spacious and well laid out accommodation that is flooded with natural light. Located on the first floor with a balcony ideal for unwinding. 

Recently refurbished, this accommodation comprises; entrance hall with ample storage space, kitchen with serving hatch, living / dining room with access to the balcony, two large double bedrooms, one with en-suite shower room, and a second bathroom. There is designated parking with this property. 

Additionally this property benefits from GFCH, double glazed windows, underground car parking and lift access. In the vicinity are a choice of shopping and dining options while the location is also benefiting from excellent public transport links to the city by bus or luas.

Accommodation

Living/Dining Room fully furnished with laminate wood floor, TV point and access to balcony. 

Kitchen, serving hatch to living/dining room, fitted base and wall level units, tiled splashback, electric oven and hob, fridge/freezer, microwave, kettle etc. 

Bedroom 1. Large double bedroom with built- in wardrobes, TV point. 

En-suite with tiled floor, shower enclosure, wash hand basin and w.c. 

Bedroom 2 Large double bedroom with built-in wardrobes, TV point. 

Bathroom 2 with tiled floor, bath with shower, mirror, wash hand basin and w.c.

Designated parking in secure underground carpark.

Features:
•	Wood flooring throughout
•	Excellent condition throughout
•	Underground car parking
•	Lift access
• GFCH
•	Double glazed
•	Exceptionally convenient location, Luas short walk away, serviced by major bus routes, shopping and local amenities on doorstep.
                    ",Apartment,22060232,-6.325884,53.333611
"€1,850 Per month","Apartment 21, Wellington Court, Dublin 7, North Dublin City",2,1,Furnished,"
                        Turley Property Advisors are proud to introduce this fabulous two bedroom apartment to the Dublin City letting market. This stunning apartment comes to the market in excellent condition throughout. Furnished to the highest of standards, Living accommodation consists of two double bedrooms, fully fitted kitchen, main bathroom, lounge and dining area.

The location could not be better, positioned in the heart of Dublin City Centre and with every conceivable amenity positioned literally on your doorstep. You are minutes walk from O'Connell Street, Jervis Street, Temple Bar, The Luas Stop and a host of bus routes. The location is a real hive of activity offering excellent restaurants, bars, shops and businesses.
                    ",Apartment,22057161,-6.268411,53.356176
"€1,850 Per month","Maple House Mespil Estate, Sussex Road, Dublin 4, South Dublin City",1,1,Furnished,"
                        Attractive second-floor apartment at Maple House Mespil Estate Sussex Road in the heart of Dublin 4.  This is a light-filled one-bedroom apartment which has been recently refurbished. The livingroom has an open fireplace and the windows are double-glazed. The apartment is not overlooked, and has one car parking space. There is an intercom system linked to the entrance lobby.  The location is superb, directly adjacent to the Grand Canal and Leeson Street, St Stephens Green is a few minutes walk away.  Many cafes pubs and restaurants are a short stroll away.
                    ",Apartment,22054816,-6.250278,53.331353
